companies,neutral,negative,positive
bookmate,0.5838659132049469,0.17792220464819936,0.04255732958036694
boomstarter,0.599238903088881,0.14447042960104758,0.07613341716857461
bork,0.6212299021041093,0.1758428204912229,0.027629354944780624
bosch,0.6197454758237914,0.170460168347173,0.04706393642541362
boston dynamics,0.5615410801826077,0.16596200740313766,0.07372447766276509
bp,0.5937609402275759,0.1633815887017744,0.055298748525611736
bqw,0.648431092174114,0.17257709451291395,0.042293522786099796
brick,0.4658094756998199,0.15923507561720573,0.07905692374223358
bright,0.6094503934561065,0.1637754427882076,0.05283974418976896
broccoli,0.5851316041002671,0.0988436986182932,0.1408322693547234
buro,0.5946885511444227,0.1558775565910988,0.04005543390252959
cainiao network,0.523399062535685,0.1809481753279333,0.0531650506283925
canon,0.622990441015884,0.13274579208478784,0.08120039884314552
carprice,0.5849446296669317,0.17863558501995286,0.03793830069130037
cbre,0.7823936851849234,0.11100296253134605,0.03515236878202743
cbs,0.6027496628603337,0.1680325232463211,0.051416672214139224
cheil,0.7000679056420437,0.10985526822565016,0.04759048006233645
chevron,0.6862809917252869,0.2002016579088144,0.0289638962833128
chosen,0.5450319813357459,0.0795249053383789,0.1098645213577482
chronopay,0.6232049381015478,0.1833512111857691,0.02520306915612691
cisco,0.6586570528427098,0.16349739097126711,0.030002813815523294
citadel,0.46496588554925367,0.15046274513609134,0.24351372827366402
clain,0.5839381502459722,0.14140083554755256,0.053089179943165324
clc,0.6107479639011236,0.1770106062823312,0.048749825403379354
clipper,0.5415108232574558,0.16064086891211662,0.05796578587723642
clos,0.6301027643494308,0.1489843737654155,0.0445301327854394
cloudpayments,0.6347805674315667,0.12777827712524603,0.0851860218727048
cnn,0.6022870918356807,0.17421723177719917,0.0419149335198446
coca-cola,0.58424213900039,0.15441990982097736,0.058571683045683345
cognitive pilot,0.6578073460752001,0.18709986742678558,0.01530450876325025
cognitive technologies,0.5281832271565993,0.2005223836330904,0.04014316000144123
colgate-palmolive,0.6653755093082929,0.1558566768602468,0.02966401933438395
colliers international,0.9101378619670868,0.06819397148986656,0.0
columbia pictures,0.6968347201981242,0.14041413037875103,0.026710918808858532
constanta,0.5348676986164517,0.2553371260563532,0.0407259823547469
coral travel,0.8752706497907639,0.1252257851883769,0.0
cortex,0.5991094197570845,0.1929862281192884,0.03808939663917004
coub,0.6288164853927046,0.1338164226711611,0.08067685537628598
crm,0.6274931503345277,0.13088563517338545,0.03392262403548531
cstore,0.6729414822531931,0.14678868483544186,0.023827886727091553
cti,0.5330994773627908,0.1535382177832926,0.0937024484544825
cyanogen,0.5811512507916594,0.15137191262040717,0.053415261518468184
daily mail,0.6024909992348648,0.16873240510271573,0.04952135474821693
daily storm,0.6154158363519873,0.189509637067122,0.03369481357372424
danone,0.5802337070188859,0.14758360498911763,0.06962322953076884
dapp,0.6529838443562692,0.1292527831964045,0.0245591100229292
dbi,0.6270458259882501,0.1467544555610386,0.045112275129562646
delivery club,0.6171561962880715,0.16912865779275782,0.04069487648762735
deloitte,0.6284939260394716,0.1426768124262336,0.042775108298845316
denim,0.5872200112659615,0.18053574442303366,0.06500480000997749
depositphotos,0.5908593583595136,0.1506697235564733,0.0326219560771152
deutsche bank,0.5848835720003792,0.16236885155382996,0.08673704343207887
dialog,0.6864442523838372,0.1600996507184517,0.0278874404201203
diamond,0.5867693282387905,0.16885116089673216,0.04697730351487056
dice,0.6108369218156621,0.12136402702083865,0.08374831146530183
didi,0.6440210750638642,0.16401541911409423,0.04796120980621396
digi,0.6468354101186417,0.11229350547823296,0.07933456805673489
digital nomads,0.48443399052940256,0.13873579976390243,0.06752027166044319
dna,0.5836306237601777,0.17458764149217967,0.043482721296037925
dns,0.624519982549998,0.18996996789397155,0.0367806944950355
doc+,0.6324093310964458,0.1841574712351864,0.03042775739970448
dodo pizza,0.6175676472751027,0.17660698403766878,0.03865646513142518
drimsim,0.5603495434642546,0.1410670454850622,0.0517216152638347
duran,0.589725483416155,0.14245758648337162,0.06511300533403236
ebay,0.6109427151895983,0.15323983075040823,0.040776798019091294
edison,0.527540535963588,0.15468167849066483,0.1691010092397208
effective,0.5843070104489463,0.2122420369843511,0.04835250267856995
eli lilly,0.6486077553547223,0.19594016014485954,0.017263969954205042
elixir,0.5972045058718858,0.19608232796860808,0.0382169462167299
eora,0.0,0.0,0.0
epam,0.5938547662375531,0.20694123517617827,0.045816364488848745
epicstars,0.6499109848043071,0.16480185118267895,0.03653460943798465
ericsson,0.5872884291532127,0.17185875073706425,0.06129637538074961
eset,0.6068152227395385,0.1757067261244938,0.038243925112493304
esquire,0.582653432847457,0.16997940298218825,0.0532083405643278
everyone,0.7252938203466892,0.13153045554341697,0.03799979467924281
evil pechenka,0.42419126094318926,0.16794516721529362,0.0
evo,0.6167987846061571,0.14361326712348757,0.0610694703109581
evolution,0.5228730399469842,0.2560228675975178,0.08390115663703891
faberlic,0.6071879250500667,0.2023275380956691,0.032832789748200704
fabrika,0.6373030108496033,0.08941382584149504,0.09026023791836557
facebook,0.6271156674226294,0.16785694699288697,0.043234896583193815
ferrero,0.5567145927800741,0.14863845700186065,0.08490762093400558
fibrum,0.5578837492583053,0.07488724775942195,0.2640799798851921
fim,0.5868964263189008,0.18355501167241733,0.048922376566780036
finch,0.6434289960841159,0.14849276935199485,0.08053758528766065
finex,0.6980317127197346,0.156251976940226,0.0152523833069395
finiko,0.6162726507616383,0.2023739025967036,0.033377002367182634
fitbit,0.6256902764634548,0.15886776970981237,0.035871151362737316
flex,0.6418434598697603,0.13499101170394898,0.04947048057260204
folks,0.5177163553557226,0.20020409886326107,0.0
ford,0.6206989403579248,0.17688790715336372,0.046140319225533945
fox,0.6061380096523938,0.16591625335652044,0.05500878817489747
freelance,0.5736100225358001,0.20956573674527382,0.020187604002016565
fsa,0.6191463684590341,0.17039624062595055,0.040266584760073165
ftg,0.6209534025749411,0.20594169345937843,0.06698512125898286
fuel,0.6442918660436052,0.14130356872487784,0.04502636656599301
fura,0.6125833884931513,0.18417662224396045,0.03841764384704717
fury,0.6317175294273808,0.10092166037101326,0.10506744258206116
fusion,0.6347289459914381,0.15150849128141555,0.047261270985929464
gallery,0.6282263171278515,0.15791219231942374,0.05214704218605125
game insight,0.620727637557159,0.17769406970689283,0.0425943948493997
gameloft,0.6339362842117975,0.1554043666469873,0.0484120828817265
garage,0.5683909524574907,0.1667158815201616,0.051242428451488214
garmin,0.6080234127711648,0.15807864637589178,0.05326112461864542
gd,0.6080033037088545,0.16089740436812866,0.049742494388139706
gdo,0.7099350035288616,0.1944120727675525,0.01686087770289495
geeks,0.609769490929157,0.19877627457138747,0.0869306102329338
geektimes,0.6129027679787566,0.1518326604419939,0.05703009360629997
general electric,0.6582630067036938,0.138671797377394,0.04038062401335118
general motors,0.6189811485272045,0.15967770630009062,0.050015472409954236
generations,0.5831401596064353,0.12889692001872705,0.07420054558418705
genesis,0.6690908683365787,0.11377376098563359,0.08662966783864708
genotek,0.5468770662322641,0.160963665957873,0.04173415924112
get it,0.5631932703383041,0.12329361388375133,0.051244309843715335
gett,0.6131283057950712,0.17823954742902118,0.0383404280135325
gf,0.6328634601613135,0.1632148729955928,0.042470800205049467
gic,0.5506871680182125,0.12675836531862075,0.04580712470979917
ginger,0.3178469329658482,0.3378397154285469,0.0081903506070375
gloria,0.49965461156070495,0.14694398879392143,0.1428602983136977
gloria jeans,0.5693307375667072,0.2007041371643844,0.040159856234535996
gms,0.6495659402651992,0.15081784827919342,0.03518912150412682
golden telecom,0.5754752680659294,0.22364708263840935,0.0488738123224013
goldman sachs,0.66279057008229,0.1602588250225834,0.040635862313210626
google,0.629235667051683,0.16139406156595493,0.04776940765578206
grammarly,0.66397660864251,0.1204107137663023,0.0817698437188352
granat,0.4884879231452942,0.0056662432849407,0.11701819896697994
gsa,0.649426669585255,0.0792237203804345,0.0235365601783653
heineken,0.6466845069780619,0.17365753927909994,0.03557716001660665
henkel,0.626068419813181,0.13969008042614067,0.03116156031876213
heroes,0.5523970508557724,0.14364929387476583,0.09963913401099125
hh.ru,0.6132203270824272,0.18015514528770707,0.04980947377766422
honeywell,0.6295505597347945,0.2134107978830874,0.0165947008300835
honor,0.610918407841174,0.1585128599948594,0.051774657714695214
hp,0.6375085425786858,0.1693019296317815,0.04306619292515611
hr,0.593181925300961,0.18546709773654052,0.05419278013014504
huawei,0.6118322957262066,0.17216783537390354,0.04301775474261845
hudson,0.6105952436417096,0.16576252828798937,0.05310688494115823
ibm,0.607664705946662,0.16713686996190308,0.041775636161739675
ibs,0.6475814402445488,0.15817205032661805,0.032926105057561404
icu,0.6290016930773517,0.20564068193341745,0.03673841555811655
idm,0.4883844643496836,0.09161597489339232,0.1322283145249192
ifs,0.6819963383635408,0.1401095335339433,0.0573404972980681
ikea,0.6045400806808149,0.1448099912830739,0.07159865668634999
insales,0.5113630369305611,0.2067056566476822,0.0
instagram,0.6106525464186323,0.15429040042915063,0.06195198276868222
intel,0.6155153192617232,0.16751699140657494,0.04468814236422678
interface,0.6798707920289229,0.1345951384674,0.04765552355934917
interplay,0.6493725834181532,0.2357187614284612,0.044359798287041396
interview,0.6294440430253011,0.13173538921106628,0.05145299269638875
intuit,0.4534547571782713,0.2131260968744754,0.0
involta,0.5859320548623197,0.17529406216277926,0.046183195880952155
ipsos,0.6626000609832733,0.18314389994260846,0.026545241517385142
irbis,0.6390247086393213,0.1426838031267228,0.04519033673314874
irrational,0.5777157234457823,0.2375163284262481,0.0158937921890845
isd,0.5614506156001796,0.20085853426690456,0.04877947248737913
isv,0.6259360620092734,0.11127890988326088,0.06479088695261133
itella,0.4629977808305711,0.1241816819617242,0.1245390140649044
ivi,0.6197361904274851,0.15599147585467146,0.07869501405787631
jabra,0.515356073925968,0.16585043629452795,0.0501830534596211
jami,0.4859017059206962,0.2076388821005821,0.0
johnson & johnson,0.6371580891186754,0.17201430083877678,0.03729933142442954
joom,0.6733243382304972,0.19536051718885591,0.004801365961356456
jtc,0.7435071040627589,0.1405953215492074,0.016715400015702115
juno,0.528228220188335,0.18154999222288956,0.09746221713098467
juro,0.5885929829934065,0.2012124810148688,0.0269803672809811
kcell,0.5048630754674202,0.18202412266396165,0.03341863703351098
kdl,0.5630403758564876,0.1791755430217603,0.07435451676541402
kiabi,0.4844959658753287,0.21173648346549967,0.0458476324409745
kickico,0.5646754187164884,0.37339851993954537,0.006426630598126033
kickidler,0.7314083824555079,0.1681910593890481,0.0038639861676428
knight frank,0.7438513732776441,0.1322748679665401,0.040065293313649566
kosmos,0.6239176189809135,0.14746684107791,0.018579857085238752
kpmg,0.6235944447083284,0.16481378614241754,0.026729580425974953
ks,0.5707761209240216,0.18018881974604942,0.051282842738656076
kts,0.5523990581266618,0.22822521367876014,0.0250673850683014
kyc,0.7250018260497504,0.19898036389810536,0.019141264032805326
lacoste,0.563912168397468,0.16850940994612654,0.06416774741590696
lad,0.6256630021942643,0.15182909997215643,0.025264435873531544
lambo,0.6132562284611843,0.12095579447384142,0.08165905369043516
lamoda,0.5929044139189675,0.11565119919466729,0.11536278568454353
lazada,0.0,0.0,0.0
ld,0.6248449549520367,0.16039247145687122,0.04663085547541509
legacy,0.5980975074818,0.13317742540511082,0.04234509541727057
leo burnett,0.656398535166974,0.10463908754105189,0.06808703478586396
levin,0.5825137292447505,0.1568339260356664,0.07113543885682627
lex borealis,0.6750752351094598,0.1984446627950734,0.024668199830008276
life,0.6009330533910748,0.16945096405510174,0.051927201906005784
lobster,0.5825058824714163,0.16274123062864862,0.10748634615529544
m7,0.6038696422746873,0.17340198684008137,0.05111946421119798
macdonalds,0.59451196708863,0.16248219318021176,0.05422523457633704
macro,0.6462500206194818,0.17758622363132112,0.13116125269734763
magical,0.6589178509182401,0.0842525908993051,0.1331809379508474
magma,0.567147518965331,0.1198733176711936,0.0681732854636555
mail.ru group,0.6393544690249625,0.16484819088739477,0.03999103222106906
marilyn,0.621083772300515,0.16223524565536002,0.04340820578306842
marketplace,0.6380300795566026,0.1462535106627725,0.035881081486439134
mars,0.5832081557767893,0.14399364341454446,0.07196738485474861
mash,0.5945350562860784,0.18852985342301992,0.04122270188716142
mastercard,0.621308881508918,0.17631306470025165,0.04230497739959455
maxima,0.6095074085010723,0.13350051381117234,0.0623548757450242
mdb,0.6046111892220735,0.17725293529883135,0.059739748493434185
mediamarkt,0.7799829675169553,0.11078699548079347,0.02090097715457277
mediascope,0.6402120147166785,0.1680010349764518,0.043983057377757755
meduza,0.6086910366683094,0.18013237030854826,0.04290098160965007
megafon,0.6288451689178673,0.17167034239101914,0.03971269560489565
mellanox technologies,0.0,0.0,0.0
memepedia,0.5977382146132942,0.1880347885659015,0.04006025907806877
merck,0.6736603682549046,0.16039356584978184,0.03371788075841705
merlion,0.6498771733500891,0.20424917718523322,0.009133523500834875
meta,0.6111540025500747,0.16992792299423237,0.04297742551491856
metro,0.5930762047378572,0.15453952174396768,0.056185242537281035
mfs,0.5263315789436676,0.13229973063915496,0.08937249282146535
mgp,0.6001533640219885,0.19433300712091073,0.0491880443604553
microsoft,0.6304227223511245,0.15713313430907871,0.046913366180052776
mips,0.6035445090093009,0.14097667119654683,0.05811495257911387
miro,0.6729743902198806,0.10356789261284395,0.0830048718801662
mobis,0.6201135605529305,0.17615350407903035,0.01961093027854245
mod,0.6678409482553859,0.14878479595659122,0.043640684666057354
moderna,0.6146089757337174,0.1805905512624231,0.04091460116061936
modernist,0.5467054591459386,0.1558909727306694,0.0954914929187747
mojo,0.6184804869736572,0.1559654115924848,0.05004841931718259
molnia,0.5898069347422163,0.23095158413129183,0.026872228397149433
monese,0.7450892806053162,0.1976488502157735,0.0
moni,0.44307356690079336,0.0775562852746012,0.1706409096127239
mortgage,0.5271621876706679,0.09618779557446636,0.08997266069054599
motorola,0.6000224241899281,0.15023890496655812,0.05350892544131673
mover,0.6201118802030882,0.1105908479334579,0.0718682176536983
mozilla,0.6450765185491404,0.1689478052757029,0.03722744100105727
msn,0.5988469504200784,0.1738494201431529,0.055843413788783526
mti,0.841720767036269,0.095962088177853,0.00527954734036625
nasa,0.6106934133072003,0.14940432580740334,0.05983735931345244
national geographic,0.5872182587586388,0.14713474684094932,0.08436756416668298
naughty america,0.5963359878231318,0.1023109567423279,0.07664660407373534
nectarin,0.6729552840047736,0.15721542055287005,0.05865095881487777
neon,0.6340630891185964,0.1092839047274233,0.11124052776148292
nester,0.5807181361474489,0.2271580017710986,0.0077924838191584
netflix,0.603231473988021,0.16279177605411127,0.06556783959941434
netgear,0.6565548199166854,0.17128591044805944,0.0229878606445466
new horizons,0.6188208344486589,0.10637685912828816,0.09550543491241895
newtonew,0.6842539774047004,0.0760209634900093,0.0
nexus,0.6493787432045978,0.13655439878857006,0.05235443811455643
ngc,0.5486822808877648,0.13790890527721328,0.10298498701659324
ngm,0.6091060003080542,0.15764974622858477,0.025880013105202437
nike,0.5973091286135126,0.15464043218512025,0.06790004227731894
nils,0.5814277392793932,0.1891148489896505,0.03780231327772725
nokia,0.6216490865535488,0.1535151700368814,0.05121577589529638
nokia networks,0.5893966972497352,0.20778219010750207,0.0415630788057637
nokian tyres,0.4953979442738954,0.2454247317928398,0.0340199390499119
normal people,0.5541469161890906,0.142526555862894,0.0961511380810139
nova,0.5973017248784175,0.1773866943788318,0.06122475973752766
novartis,0.6745426267594424,0.11300965154846186,0.04628425532564922
nvidia,0.636283977841312,0.15216708331123294,0.05414172394956387
obi,0.527929602634619,0.1902551773092,0.0663255133688493
okko,0.6130486858222014,0.15691137346567569,0.061224525447859786
olive,0.6209364552202263,0.14609948533579584,0.11210217581289567
ony,0.5342883522598407,0.10554006456946714,0.21297420890858537
oracle,0.586587984444651,0.18649233881279514,0.0372195432505265
orca,0.6791778667786411,0.17254486355953774,0.01091871677819535
organic,0.5351349834771397,0.2702937239329292,0.03159130607301841
oxygen,0.6701358445957231,0.15829317989933217,0.011746156713070529
ozon,0.5966196726817091,0.17161047765277512,0.04619826576868883
panasonic,0.5997270381986055,0.16925056067207245,0.05044768554335858
panorama,0.6466340979232508,0.17314114092903976,0.016873660588673466
parallels,0.6411872878317151,0.19571172392874514,0.02638189514271271
parimatch,0.6185137648135424,0.17375898634394008,0.08792744666337965
patriot,0.6040357367432139,0.1630244104824407,0.042979301596150786
pax,0.6636692009036725,0.13040879959078652,0.03644445916025656
payoneer,0.6210218211134113,0.16829180127280075,0.04036384564699113
paypal,0.5914220621834066,0.16254183968648983,0.03387893939017767
pepsico,0.6610523848165822,0.08872425963490387,0.0454672240789654
pfizer,0.6098650885239802,0.18170074398965516,0.03159820518093824
philips,0.6201411591213046,0.1670900711102771,0.05876604135936417
pixonic,0.6972670845484996,0.14551889781110686,0.0241251257930112
platform,0.6229759659255824,0.1455760870400358,0.05392253910795207
platinum,0.6131348161444345,0.12549383214856075,0.07827818928670253
playrix,0.6949714731306986,0.1310893636499308,0.0363842305050713
playtech,0.7580924868583679,0.15626736215417614,0.02110836841166015
plf,0.5861812476541378,0.13233679971520823,0.06739089499658643
pony express,0.5932262290311574,0.12814235934526394,0.09285858247133469
pops,0.5949783013228211,0.17770471429330242,0.022778537910813648
porta,0.5508885123082993,0.26752033931399793,0.02691796332564112
positive technologies,0.6347236982635288,0.16234293492271776,0.02284122373707348
pressfeed,0.6160124004734271,0.19366379894414862,0.0181772103460953
prisma labs,0.5801113284383255,0.17046754231749844,0.07976282789129
procter & gamble,0.6347672677666386,0.160084538829902,0.02676201447379711
producer,0.4549955802233446,0.09350528000366116,0.3140603226103953
profi,0.5880224099469482,0.10885909937881498,0.06521969134343301
profit,0.6057943467048086,0.18579811363347049,0.04636811855535864
promo,0.6125479246446184,0.21230714611931045,0.045703464601575476
promobot,0.5913721401015654,0.18722359776539463,0.04162777817992585
promotion,0.7667870342731476,0.05984437254567937,0.059292742609977696
pruffi,0.752940754248325,0.1195683164241204,0.02407736413426048
publicis,0.6383954223288312,0.12354228246794928,0.020564263041389152
publicis groupe,0.6297846436500549,0.0,0.0
pump,0.5491444792819068,0.1380073744302401,0.07129572983061008
qiwi,0.6219830889655069,0.15718656704040337,0.038772123968100855
qq,0.6372836888953979,0.16076632199469523,0.03756360848807356
qrator labs,0.6588745035089725,0.18521868532193148,0.022270998675326812
qualcomm,0.6353502121104654,0.1628243855484934,0.037883725578909046
qwerty,0.5999422282123975,0.12293348055052475,0.0773622757638
rambler,0.6346658909053438,0.17098146745047296,0.04163990700850017
rambler&co,0.6303693006806561,0.16363380378274167,0.049053217109708884
rarible,0.6660542766658564,0.0812604294914045,0.06626272290983733
rasa,0.5839461395239649,0.13944706908081567,0.0739897245614793
reboot,0.576412653139654,0.19278201922558957,0.03315542509950914
red hat,0.5998911058479421,0.161556112192955,0.04509850770734312
red keds,0.553748401354444,0.1630901004477196,0.07951839913576533
reddit,0.6078427341097885,0.1527929093862994,0.061814479100743565
redis,0.45727405348480504,0.20990401611074444,0.03923373690581128
redmond,0.653916981405686,0.14975705336147466,0.027435219463160843
reform,0.53782682191881,0.21803054209983394,0.03244886535150243
refresh,0.8059197603764696,0.15154550379713289,0.0297811262420991
reg.ru,0.6555695690915152,0.14155218160487204,0.04043995669971505
regency,0.61586674779285,0.11730717748719927,0.04676905022668457
revolut,0.5679158388310518,0.1923228039979661,0.03216158715709228
rgb,0.6318507605992055,0.12389582435930571,0.05442853401009691
riders,0.5391090083910882,0.09342719234753541,0.18437051662538
riot games,0.6803440736509456,0.1111739735833076,0.061159312913293455
rita,0.675065487522562,0.23141245158963875,0.041079607812852255
robokassa,0.36438017934560774,0.1119989931583404,0.06625562608242035
rpv,0.5913263672246383,0.18953710721104394,0.10043388577178114
rsd,0.747864689057072,0.07896751009037763,0.0450090733874175
rt,0.6006027875797084,0.1935483377755301,0.04029070861785431
ru-center,0.648161880820229,0.19201984120324195,0.025938460917908825
rubetek,0.6803891295852836,0.1717261401865884,0.0254401621962983
rubius,0.6134395077824593,0.1521709719493325,0.053511253123482
rusbase,0.5544574301992138,0.1591509865786274,0.045802918319589624
rusnano,0.647925962805748,0.1889188453617195,0.01769993210211395
russian ventures,0.6522995145509879,0.13927690250477046,0.029190912466710267
rutube,0.61755941376241,0.17729044763732796,0.044713577945629086
rvi,0.6204021667251202,0.1721602278891431,0.0609373609847021
safer,0.6817110461503693,0.1769922874038723,0.018856600091233074
salesforce,0.6461464318144322,0.1445971403781077,0.04484570910466069
samsung,0.6293277802948649,0.1573156014206259,0.04430552517032484
savage,0.5933661000436927,0.1565747524614447,0.05988005343099548
schenker,0.6619648999410599,0.1126721117904771,0.0397237293463159
schlumberger,0.0,0.0,0.0
sd,0.5983491392642448,0.16626204869877606,0.04806879632050402
segmento,0.44810253081085916,0.24182482399414856,0.07279790536648909
selectel,0.6332431514897249,0.18521502002987292,0.029338192584356892
setka,0.6493945747613907,0.17094089835882179,0.02850164771080015
setters,0.6129770633369279,0.1744812086732491,0.026371266164098774
shell,0.6455266071422945,0.17249792834264704,0.039670507391484124
showcase,0.6581536186812492,0.19390054698121276,0.021879188302561452
siemens,0.5645001137043948,0.138725008020018,0.07193662534102475
sigur,0.6713252274074101,0.08672936554077541,0.0698041315641708
singularis lab,0.5293626703999259,0.3151892979036678,0.0157543813640421
skillbox,0.5812061671097809,0.15644671670931087,0.026413867665449425
skillfactory,0.3069820654888948,0.22183148310553705,0.01700510742763675
skyeng,0.6558270852648181,0.14905880378779415,0.04571701002662443
skyline,0.512852056087917,0.156776650185903,0.07053254412516619
sm,0.5783671065514784,0.19169492292223667,0.05314466406223324
sm2,0.5468719170431686,0.18585420916301962,0.06700028243797253
smart city,0.0,0.0,0.0
smartbox,0.6256837569443242,0.11252425564889994,0.0704491743185956
smarter,0.6631701651980404,0.12773285462542233,0.03907659631252982
snapchat,0.6351895187898344,0.16375207793318677,0.047084632000991736
soda,0.5005018973241274,0.16797840671574807,0.08652663988964882
sofia,0.5866983659418399,0.15783203861031786,0.0366006294755559
softline,0.5968907073183842,0.19550647873218038,0.02486210445985824
soho,0.6303801333997873,0.09485316599718181,0.047767327659981096
soj,0.6423923373222351,0.21286920570965964,0.013891155859737636
sollers,0.6509964924855902,0.1895430390102391,0.07427873180110285
sony,0.6051295548904815,0.1629028035239435,0.0578565323257203
sony pictures,0.5947478760092404,0.173875734526983,0.05384720373714943
spark,0.6499826945900534,0.13695521739412553,0.03588110252983605
sphere,0.559749264571937,0.13322320992223893,0.11840476066875055
spotify,0.6192932485315061,0.1457900415317875,0.06151720947332012
starbucks,0.605565928765137,0.1571355487644059,0.051226954866239766
stream,0.6095609424958116,0.18367326080868135,0.04781502396117146
sum&substance,0.0,0.0,0.0
sun microsystems,0.5900703574008972,0.18774865449971032,0.02660997155104565
sunlight,0.6432506218518511,0.20332289769352827,0.05371159306372294
superjob,0.6370182632726072,0.14781834323931795,0.03637128441605372
surf,0.6068074541364503,0.1402686590947168,0.05230566380222908
surfingbird,0.5625284820779138,0.14979275288195543,0.10082276627105817
sws,0.38058442403174314,0.03888379590603105,0.3296162548940629
symantec,0.6121851415896228,0.1618537368600178,0.03243425781253263
synergy,0.6428822410722114,0.20129377239484056,0.02715409319479385
taller,0.5815805933027534,0.2251591937072714,0.0274248399912026
tcc,0.5220037183978341,0.11151088604872875,0.02440263432535255
techno,0.6440350648828271,0.1434379335381233,0.044230828885254724
tele2,0.5972665459409515,0.19397188714495256,0.02264899782592108
telegram,0.6230358939950943,0.17790949870850234,0.04192027129982262
